,station_id,stationname,date,daytype,rides
738764,41450,Chicago/State,2015-03-21,A,12774
738950,41660,Lake/State,2015-03-21,A,12340
791654,41660,Lake/State,2016-03-21,W,20383
788430,40380,Clark/Lake,2016-03-21,W,20238
11316,40380,Clark/Lake,2001-03-22,W,16509
11322,40450,95th/Dan Ryan,2001-03-22,W,14951
63106,40380,Clark/Lake,2002-03-22,W,14277
63205,41450,Chicago/State,2002-03-22,W,13702
115035,41450,Chicago/State,2003-03-22,A,10283
115024,41320,Belmont-North Main,2003-03-22,A,7968
166908,40380,Clark/Lake,2004-03-22,W,14331
166914,40450,95th/Dan Ryan,2004-03-22,W,13434
218738,40380,Clark/Lake,2005-03-22,W,15081
218837,41450,Chicago/State,2005-03-22,W,13569
270568,40380,Clark/Lake,2006-03-22,W,16754
270574,40450,95th/Dan Ryan,2006-03-22,W,14081
322398,40380,Clark/Lake,2007-03-22,W,16426
322502,41660,Lake/State,2007-03-22,W,15227
374469,41450,Chicago/State,2008-03-22,A,8521
374376,40450,95th/Dan Ryan,2008-03-22,A,7320
426249,41450,Chicago/State,2009-03-22,U,7890
426198,40890,O'Hare Airport,2009-03-22,U,7770
477616,40380,Clark/Lake,2010-03-22,W,17852
477719,41660,Lake/State,2010-03-22,W,16472
529081,40380,Clark/Lake,2011-03-22,W,18466
529184,41660,Lake/State,2011-03-22,W,16923
579445,40380,Clark/Lake,2012-03-22,W,19969
582638,41660,Lake/State,2012-03-22,W,18259
631548,40380,Clark/Lake,2013-03-22,W,18511
634772,41660,Lake/State,2013-03-22,W,17605
686511,41450,Chicago/State,2014-03-22,A,13026
684279,40670,Western/Milwaukee,2014-03-22,A,12593
737184,40890,O'Hare Airport,2015-03-22,U,9293
738765,41450,Chicago/State,2015-03-22,U,8442
791655,41660,Lake/State,2016-03-22,W,20752
788431,40380,Clark/Lake,2016-03-22,W,20736
11457,40380,Clark/Lake,2001-03-23,W,16020
11463,40450,95th/Dan Ryan,2001-03-23,W,14858
63347,41450,Chicago/State,2002-03-23,A,10797
63336,41320,Belmont-North Main,2002-03-23,A,7877
115177,41450,Chicago/State,2003-03-23,U,7569
115126,40890,O'Hare Airport,2003-03-23,U,7085
167050,40380,Clark/Lake,2004-03-23,W,14603
167056,40450,95th/Dan Ryan,2004-03-23,W,13991
218880,40380,Clark/Lake,2005-03-23,W,14744
218979,41450,Chicago/State,2005-03-23,W,12942
270710,40380,Clark/Lake,2006-03-23,W,16915
270809,41450,Chicago/State,2006-03-23,W,14001
322540,40380,Clark/Lake,2007-03-23,W,15769
322644,41660,Lake/State,2007-03-23,W,14387
374560,40890,O'Hare Airport,2008-03-23,U,7735
374518,40450,95th/Dan Ryan,2008-03-23,U,5608
426292,40380,Clark/Lake,2009-03-23,W,17850
426395,41660,Lake/State,2009-03-23,W,14565
477757,40380,Clark/Lake,2010-03-23,W,18116
477860,41660,Lake/State,2010-03-23,W,17054
529222,40380,Clark/Lake,2011-03-23,W,18842
529325,41660,Lake/State,2011-03-23,W,17404
579446,40380,Clark/Lake,2012-03-23,W,18595
582639,41660,Lake/State,2012-03-23,W,17224
634587,41450,Chicago/State,2013-03-23,A,13264
634246,41320,Belmont-North Main,2013-03-23,A,10770
686512,41450,Chicago/State,2014-03-23,U,8999
684931,40890,O'Hare Airport,2014-03-23,U,8547
738952,41660,Lake/State,2015-03-23,W,20077
735728,40380,Clark/Lake,2015-03-23,W,19587
791656,41660,Lake/State,2016-03-23,W,20860
788432,40380,Clark/Lake,2016-03-23,W,20590
11697,41450,Chicago/State,2001-03-24,A,9302
11604,40450,95th/Dan Ryan,2001-03-24,A,7666
63438,40890,O'Hare Airport,2002-03-24,U,7140
63489,41450,Chicago/State,2002-03-24,U,6958
115220,40380,Clark/Lake,2003-03-24,W,14627
115226,40450,95th/Dan Ryan,2003-03-24,W,14025
167192,40380,Clark/Lake,2004-03-24,W,14369
167198,40450,95th/Dan Ryan,2004-03-24,W,13646
219022,40380,Clark/Lake,2005-03-24,W,14900
219121,41450,Chicago/State,2005-03-24,W,12656
270852,40380,Clark/Lake,2006-03-24,W,15738
270951,41450,Chicago/State,2006-03-24,W,14093
322781,41450,Chicago/State,2007-03-24,A,11113
322730,40890,O'Hare Airport,2007-03-24,A,8989
374654,40380,Clark/Lake,2008-03-24,W,17022
374660,40450,95th/Dan Ryan,2008-03-24,W,13785
426433,40380,Clark/Lake,2009-03-24,W,18442
426536,41660,Lake/State,2009-03-24,W,15629
477898,40380,Clark/Lake,2010-03-24,W,18226
478001,41660,Lake/State,2010-03-24,W,17156
529363,40380,Clark/Lake,2011-03-24,W,18649
529466,41660,Lake/State,2011-03-24,W,17308
582485,41450,Chicago/State,2012-03-24,A,13763
582144,41320,Belmont-North Main,2012-03-24,A,11093
634588,41450,Chicago/State,2013-03-24,U,8887
633007,40890,O'Hare Airport,2013-03-24,U,8281
686699,41660,Lake/State,2014-03-24,W,19487
683475,40380,Clark/Lake,2014-03-24,W,18523
735729,40380,Clark/Lake,2015-03-24,W,20539
738953,41660,Lake/State,2015-03-24,W,20424
791657,41660,Lake/State,2016-03-24,W,20608
788433,40380,Clark/Lake,2016-03-24,W,19661
11787,40890,O'Hare Airport,2001-03-25,U,7155
11838,41450,Chicago/State,2001-03-25,U,5608
63532,40380,Clark/Lake,2002-03-25,W,14257
63538,40450,95th/Dan Ryan,2002-03-25,W,12938
115362,40380,Clark/Lake,2003-03-25,W,14816
115368,40450,95th/Dan Ryan,2003-03-25,W,13917
167334,40380,Clark/Lake,2004-03-25,W,14945
167340,40450,95th/Dan Ryan,2004-03-25,W,13930
219164,40380,Clark/Lake,2005-03-25,W,11848
219263,41450,Chicago/State,2005-03-25,W,11638
271093,41450,Chicago/State,2006-03-25,A,11300
270989,40330,Grand/State,2006-03-25,A,8613
322872,40890,O'Hare Airport,2007-03-25,U,9548
322923,41450,Chicago/State,2007-03-25,U,8442
374796,40380,Clark/Lake,2008-03-25,W,17487
374802,40450,95th/Dan Ryan,2008-03-25,W,14197
426574,40380,Clark/Lake,2009-03-25,W,18619
426677,41660,Lake/State,2009-03-25,W,15159
478039,40380,Clark/Lake,2010-03-25,W,17889
478142,41660,Lake/State,2010-03-25,W,17207
529504,40380,Clark/Lake,2011-03-25,W,17612
529607,41660,Lake/State,2011-03-25,W,16754
582486,41450,Chicago/State,2012-03-25,U,10465
580905,40890,O'Hare Airport,2012-03-25,U,9770
631551,40380,Clark/Lake,2013-03-25,W,17782
634775,41660,Lake/State,2013-03-25,W,16103
686700,41660,Lake/State,2014-03-25,W,19878
683476,40380,Clark/Lake,2014-03-25,W,18831
735730,40380,Clark/Lake,2015-03-25,W,20866
738954,41660,Lake/State,2015-03-25,W,20782
791658,41660,Lake/State,2016-03-25,W,19858
788434,40380,Clark/Lake,2016-03-25,W,17962
11880,40380,Clark/Lake,2001-03-26,W,15644
11886,40450,95th/Dan Ryan,2001-03-26,W,14191
63674,40380,Clark/Lake,2002-03-26,W,14686
63680,40450,95th/Dan Ryan,2002-03-26,W,13509
115504,40380,Clark/Lake,2003-03-26,W,14830
115510,40450,95th/Dan Ryan,2003-03-26,W,13949
167476,40380,Clark/Lake,2004-03-26,W,14295
167575,41450,Chicago/State,2004-03-26,W,13645
219405,41450,Chicago/State,2005-03-26,A,9417
219394,41320,Belmont-North Main,2005-03-26,A,7059
271184,40890,O'Hare Airport,2006-03-26,U,9439
271235,41450,Chicago/State,2006-03-26,U,7889
322966,40380,Clark/Lake,2007-03-26,W,16120
323070,41660,Lake/State,2007-03-26,W,14419
374938,40380,Clark/Lake,2008-03-26,W,18036
374944,40450,95th/Dan Ryan,2008-03-26,W,14239
426715,40380,Clark/Lake,2009-03-26,W,18611
426818,41660,Lake/State,2009-03-26,W,15307
478180,40380,Clark/Lake,2010-03-26,W,16986
478283,41660,Lake/State,2010-03-26,W,16643
529743,41450,Chicago/State,2011-03-26,A,12892
529732,41320,Belmont-North Main,2011-03-26,A,10345
579449,40380,Clark/Lake,2012-03-26,W,19030
582642,41660,Lake/State,2012-03-26,W,17523
631552,40380,Clark/Lake,2013-03-26,W,18274
634776,41660,Lake/State,2013-03-26,W,16523
686701,41660,Lake/State,2014-03-26,W,19996
683477,40380,Clark/Lake,2014-03-26,W,19316
738955,41660,Lake/State,2015-03-26,W,20771
735731,40380,Clark/Lake,2015-03-26,W,20499
791473,41450,Chicago/State,2016-03-26,A,12354
791659,41660,Lake/State,2016-03-26,A,12213
12021,40380,Clark/Lake,2001-03-27,W,15868
12027,40450,95th/Dan Ryan,2001-03-27,W,14652
63816,40380,Clark/Lake,2002-03-27,W,14846
63822,40450,95th/Dan Ryan,2002-03-27,W,13806
115646,40380,Clark/Lake,2003-03-27,W,15013
115652,40450,95th/Dan Ryan,2003-03-27,W,13861
167717,41450,Chicago/State,2004-03-27,A,10636
167706,41320,Belmont-North Main,2004-03-27,A,8316
219496,40890,O'Hare Airport,2005-03-27,U,8561
219454,40450,95th/Dan Ryan,2005-03-27,U,5372
271278,40380,Clark/Lake,2006-03-27,W,16238
271284,40450,95th/Dan Ryan,2006-03-27,W,13429
323108,40380,Clark/Lake,2007-03-27,W,16228
323212,41660,Lake/State,2007-03-27,W,14939
375080,40380,Clark/Lake,2008-03-27,W,17667
375184,41660,Lake/State,2008-03-27,W,14044
426856,40380,Clark/Lake,2009-03-27,W,17713
426959,41660,Lake/State,2009-03-27,W,14959
478419,41450,Chicago/State,2010-03-27,A,12136
478424,41660,Lake/State,2010-03-27,A,9608
529833,40890,O'Hare Airport,2011-03-27,U,9038
529884,41450,Chicago/State,2011-03-27,U,8577
579450,40380,Clark/Lake,2012-03-27,W,19909
582643,41660,Lake/State,2012-03-27,W,17625
631553,40380,Clark/Lake,2013-03-27,W,19349
634777,41660,Lake/State,2013-03-27,W,17497
686702,41660,Lake/State,2014-03-27,W,19858
683478,40380,Clark/Lake,2014-03-27,W,18754
738956,41660,Lake/State,2015-03-27,W,20824
735732,40380,Clark/Lake,2015-03-27,W,19854
789893,40890,O'Hare Airport,2016-03-27,U,10570
791660,41660,Lake/State,2016-03-27,U,7811
12162,40380,Clark/Lake,2001-03-28,W,16212
12168,40450,95th/Dan Ryan,2001-03-28,W,14676
63958,40380,Clark/Lake,2002-03-28,W,14981
63964,40450,95th/Dan Ryan,2002-03-28,W,13539
115788,40380,Clark/Lake,2003-03-28,W,14253
115887,41450,Chicago/State,2003-03-28,W,13404
167808,40890,O'Hare Airport,2004-03-28,U,7671
167859,41450,Chicago/State,2004-03-28,U,6934
219590,40380,Clark/Lake,2005-03-28,W,14408
219596,40450,95th/Dan Ryan,2005-03-28,W,13454
271420,40380,Clark/Lake,2006-03-28,W,16323
271519,41450,Chicago/State,2006-03-28,W,14167
323250,40380,Clark/Lake,2007-03-28,W,16344
323354,41660,Lake/State,2007-03-28,W,14855
375222,40380,Clark/Lake,2008-03-28,W,17382
375228,40450,95th/Dan Ryan,2008-03-28,W,13979
427095,41450,Chicago/State,2009-03-28,A,9747
427084,41320,Belmont-North Main,2009-03-28,A,8290
478560,41450,Chicago/State,2010-03-28,U,8093
478509,40890,O'Hare Airport,2010-03-28,U,7897
529927,40380,Clark/Lake,2011-03-28,W,17940
530030,41660,Lake/State,2011-03-28,W,16954
579451,40380,Clark/Lake,2012-03-28,W,19593
582644,41660,Lake/State,2012-03-28,W,18400
631554,40380,Clark/Lake,2013-03-28,W,18911
634778,41660,Lake/State,2013-03-28,W,17235
686703,41660,Lake/State,2014-03-28,W,19659
683479,40380,Clark/Lake,2014-03-28,W,18411
738957,41660,Lake/State,2015-03-28,A,11940
738771,41450,Chicago/State,2015-03-28,A,11738
791661,41660,Lake/State,2016-03-28,W,21195
788437,40380,Clark/Lake,2016-03-28,W,20158
12303,40380,Clark/Lake,2001-03-29,W,16260
12309,40450,95th/Dan Ryan,2001-03-29,W,14577
64199,41450,Chicago/State,2002-03-29,W,12773
64100,40380,Clark/Lake,2002-03-29,W,12105
116029,41450,Chicago/State,2003-03-29,A,10126
116018,41320,Belmont-North Main,2003-03-29,A,7604
167902,40380,Clark/Lake,2004-03-29,W,14699
167908,40450,95th/Dan Ryan,2004-03-29,W,14013
219732,40380,Clark/Lake,2005-03-29,W,15009
219738,40450,95th/Dan Ryan,2005-03-29,W,14037
271562,40380,Clark/Lake,2006-03-29,W,16895
271568,40450,95th/Dan Ryan,2006-03-29,W,13952
323392,40380,Clark/Lake,2007-03-29,W,16528
323496,41660,Lake/State,2007-03-29,W,15159
375352,40260,State/Lake,2008-03-29,A,10778
375452,41320,Belmont-North Main,2008-03-29,A,8452
427185,40890,O'Hare Airport,2009-03-29,U,8037
427236,41450,Chicago/State,2009-03-29,U,6073
478603,40380,Clark/Lake,2010-03-29,W,17052
478706,41660,Lake/State,2010-03-29,W,15157
530068,40380,Clark/Lake,2011-03-29,W,18177
530171,41660,Lake/State,2011-03-29,W,16966
579452,40380,Clark/Lake,2012-03-29,W,19783
582645,41660,Lake/State,2012-03-29,W,18693
631555,40380,Clark/Lake,2013-03-29,W,16522
634593,41450,Chicago/State,2013-03-29,W,16432
686518,41450,Chicago/State,2014-03-29,A,12992
686704,41660,Lake/State,2014-03-29,A,12373
737191,40890,O'Hare Airport,2015-03-29,U,9639
738772,41450,Chicago/State,2015-03-29,U,8466
788438,40380,Clark/Lake,2016-03-29,W,21828
791662,41660,Lake/State,2016-03-29,W,21192
12444,40380,Clark/Lake,2001-03-30,W,16428
12543,41450,Chicago/State,2001-03-30,W,13673
64341,41450,Chicago/State,2002-03-30,A,10049
64330,41320,Belmont-North Main,2002-03-30,A,7368
116120,40890,O'Hare Airport,2003-03-30,U,7523
116171,41450,Chicago/State,2003-03-30,U,6852
168044,40380,Clark/Lake,2004-03-30,W,14598
168050,40450,95th/Dan Ryan,2004-03-30,W,13780
219874,40380,Clark/Lake,2005-03-30,W,14598
219880,40450,95th/Dan Ryan,2005-03-30,W,13526
271704,40380,Clark/Lake,2006-03-30,W,15959
271710,40450,95th/Dan Ryan,2006-03-30,W,13585
323534,40380,Clark/Lake,2007-03-30,W,16193
323540,40450,95th/Dan Ryan,2007-03-30,W,14479
375554,40890,O'Hare Airport,2008-03-30,U,6877
375594,41320,Belmont-North Main,2008-03-30,U,6602
427279,40380,Clark/Lake,2009-03-30,W,17867
427382,41660,Lake/State,2009-03-30,W,14767
478744,40380,Clark/Lake,2010-03-30,W,17484
478847,41660,Lake/State,2010-03-30,W,15462
530209,40380,Clark/Lake,2011-03-30,W,18248
530312,41660,Lake/State,2011-03-30,W,17133
579453,40380,Clark/Lake,2012-03-30,W,18644
582646,41660,Lake/State,2012-03-30,W,17913
634594,41450,Chicago/State,2013-03-30,A,12636
634253,41320,Belmont-North Main,2013-03-30,A,9693
686519,41450,Chicago/State,2014-03-30,U,10480
686705,41660,Lake/State,2014-03-30,U,9309
738959,41660,Lake/State,2015-03-30,W,19679
735735,40380,Clark/Lake,2015-03-30,W,19552
788439,40380,Clark/Lake,2016-03-30,W,21386
791663,41660,Lake/State,2016-03-30,W,21077
12684,41450,Chicago/State,2001-03-31,A,9392
12591,40450,95th/Dan Ryan,2001-03-31,A,7741
64432,40890,O'Hare Airport,2002-03-31,U,6809
64483,41450,Chicago/State,2002-03-31,U,5051
116214,40380,Clark/Lake,2003-03-31,W,14526
116220,40450,95th/Dan Ryan,2003-03-31,W,13732
168186,40380,Clark/Lake,2004-03-31,W,14741
168192,40450,95th/Dan Ryan,2004-03-31,W,14021
220016,40380,Clark/Lake,2005-03-31,W,14947
220022,40450,95th/Dan Ryan,2005-03-31,W,13523
271846,40380,Clark/Lake,2006-03-31,W,16425
271945,41450,Chicago/State,2006-03-31,W,15488
323775,41450,Chicago/State,2007-03-31,A,10696
323764,41320,Belmont-North Main,2007-03-31,A,8160
375648,40380,Clark/Lake,2008-03-31,W,17691
375752,41660,Lake/State,2008-03-31,W,14377
427420,40380,Clark/Lake,2009-03-31,W,17763
427523,41660,Lake/State,2009-03-31,W,15121
478885,40380,Clark/Lake,2010-03-31,W,18031
478988,41660,Lake/State,2010-03-31,W,15969
530350,40380,Clark/Lake,2011-03-31,W,18878
530453,41660,Lake/State,2011-03-31,W,17481
582492,41450,Chicago/State,2012-03-31,A,14947
582151,41320,Belmont-North Main,2012-03-31,A,11630
633014,40890,O'Hare Airport,2013-03-31,U,8728
634595,41450,Chicago/State,2013-03-31,U,7433
686706,41660,Lake/State,2014-03-31,W,20066
683482,40380,Clark/Lake,2014-03-31,W,18889
735736,40380,Clark/Lake,2015-03-31,W,20166
738960,41660,Lake/State,2015-03-31,W,20114
788440,40380,Clark/Lake,2016-03-31,W,21251
791664,41660,Lake/State,2016-03-31,W,21151
12774,40890,O'Hare Airport,2001-04-01,U,6741
12825,41450,Chicago/State,2001-04-01,U,6483
64526,40380,Clark/Lake,2002-04-01,W,14674
64630,41660,Lake/State,2002-04-01,W,14184
116362,40450,95th/Dan Ryan,2003-04-01,W,14608
116356,40380,Clark/Lake,2003-04-01,W,14556
168328,40380,Clark/Lake,2004-04-01,W,14844
168334,40450,95th/Dan Ryan,2004-04-01,W,14342
220158,40380,Clark/Lake,2005-04-01,W,14802
220164,40450,95th/Dan Ryan,2005-04-01,W,14413
272087,41450,Chicago/State,2006-04-01,A,12784
271983,40330,Grand/State,2006-04-01,A,9676
323917,41450,Chicago/State,2007-04-01,U,7027
323866,40890,O'Hare Airport,2007-04-01,U,6800
375790,40380,Clark/Lake,2008-04-01,W,18541
375796,40450,95th/Dan Ryan,2008-04-01,W,14558
427561,40380,Clark/Lake,2009-04-01,W,18352
427664,41660,Lake/State,2009-04-01,W,15162
479026,40380,Clark/Lake,2010-04-01,W,17818
479129,41660,Lake/State,2010-04-01,W,16700
530594,41660,Lake/State,2011-04-01,W,19611
530491,40380,Clark/Lake,2011-04-01,W,17798
586699,41450,Chicago/State,2012-04-01,U,10369
586369,41320,Belmont-North Main,2012-04-01,U,8639
635924,40380,Clark/Lake,2013-04-01,W,18499
639044,41660,Lake/State,2013-04-01,W,18129
690969,41660,Lake/State,2014-04-01,W,20014
687849,40380,Clark/Lake,2014-04-01,W,19188
743254,41660,Lake/State,2015-04-01,W,20703
740134,40380,Clark/Lake,2015-04-01,W,20283
795958,41660,Lake/State,2016-04-01,W,23596
792838,40380,Clark/Lake,2016-04-01,W,22355
12867,40380,Clark/Lake,2001-04-02,W,15833
12873,40450,95th/Dan Ryan,2001-04-02,W,14540
64668,40380,Clark/Lake,2002-04-02,W,15065
64772,41660,Lake/State,2002-04-02,W,14024
116498,40380,Clark/Lake,2003-04-02,W,14971
116504,40450,95th/Dan Ryan,2003-04-02,W,14433
168476,40450,95th/Dan Ryan,2004-04-02,W,14672
168470,40380,Clark/Lake,2004-04-02,W,14486
220399,41450,Chicago/State,2005-04-02,A,11846
220295,40330,Grand/State,2005-04-02,A,8541
272229,41450,Chicago/State,2006-04-02,U,7852
272218,41320,Belmont-North Main,2006-04-02,U,6954
323960,40380,Clark/Lake,2007-04-02,W,15934
324064,41660,Lake/State,2007-04-02,W,12930
375932,40380,Clark/Lake,2008-04-02,W,18471
376036,41660,Lake/State,2008-04-02,W,15133
427702,40380,Clark/Lake,2009-04-02,W,18499
427805,41660,Lake/State,2009-04-02,W,15080
479265,41450,Chicago/State,2010-04-02,W,15807
479270,41660,Lake/State,2010-04-02,W,15778
530730,41450,Chicago/State,2011-04-02,A,15514
530727,41420,Addison-North Main,2011-04-02,A,13728
583760,40380,Clark/Lake,2012-04-02,W,19135
586850,41660,Lake/State,2012-04-02,W,16689
635925,40380,Clark/Lake,2013-04-02,W,19442
639045,41660,Lake/State,2013-04-02,W,18378
690970,41660,Lake/State,2014-04-02,W,20865
687850,40380,Clark/Lake,2014-04-02,W,19861
743255,41660,Lake/State,2015-04-02,W,20140
740135,40380,Clark/Lake,2015-04-02,W,19686
795779,41450,Chicago/State,2016-04-02,A,12025
795959,41660,Lake/State,2016-04-02,A,11347
13008,40380,Clark/Lake,2001-04-03,W,16252
13014,40450,95th/Dan Ryan,2001-04-03,W,14932
64810,40380,Clark/Lake,2002-04-03,W,15261
64914,41660,Lake/State,2002-04-03,W,14442
116640,40380,Clark/Lake,2003-04-03,W,14534
116646,40450,95th/Dan Ryan,2003-04-03,W,14023
168711,41450,Chicago/State,2004-04-03,A,10584
168700,41320,Belmont-North Main,2004-04-03,A,8285
220541,41450,Chicago/State,2005-04-03,U,7640
220490,40890,O'Hare Airport,2005-04-03,U,6933
272272,40380,Clark/Lake,2006-04-03,W,16473
272278,40450,95th/Dan Ryan,2006-04-03,W,14404
324102,40380,Clark/Lake,2007-04-03,W,15899
324206,41660,Lake/State,2007-04-03,W,12617
376074,40380,Clark/Lake,2008-04-03,W,18445
376178,41660,Lake/State,2008-04-03,W,15279
427843,40380,Clark/Lake,2009-04-03,W,17832
427946,41660,Lake/State,2009-04-03,W,14967
479406,41450,Chicago/State,2010-04-03,A,10596
479395,41320,Belmont-North Main,2010-04-03,A,8946
530868,41420,Addison-North Main,2011-04-03,U,9806
530871,41450,Chicago/State,2011-04-03,U,9112
583761,40380,Clark/Lake,2012-04-03,W,19729
586851,41660,Lake/State,2012-04-03,W,17901
635926,40380,Clark/Lake,2013-04-03,W,19707
639046,41660,Lake/State,2013-04-03,W,19396
690971,41660,Lake/State,2014-04-03,W,20142
687851,40380,Clark/Lake,2014-04-03,W,19079
743256,41660,Lake/State,2015-04-03,W,19957
740136,40380,Clark/Lake,2015-04-03,W,17262
795780,41450,Chicago/State,2016-04-03,U,9733
795960,41660,Lake/State,2016-04-03,U,8787
13149,40380,Clark/Lake,2001-04-04,W,16792
13155,40450,95th/Dan Ryan,2001-04-04,W,14942
64952,40380,Clark/Lake,2002-04-04,W,15205
65056,41660,Lake/State,2002-04-04,W,14321
116782,40380,Clark/Lake,2003-04-04,W,14005
116788,40450,95th/Dan Ryan,2003-04-04,W,13182
168853,41450,Chicago/State,2004-04-04,U,6781
168802,40890,O'Hare Airport,2004-04-04,U,6726
220584,40380,Clark/Lake,2005-04-04,W,14939
220590,40450,95th/Dan Ryan,2005-04-04,W,14314
272414,40380,Clark/Lake,2006-04-04,W,17056
272420,40450,95th/Dan Ryan,2006-04-04,W,15073
324244,40380,Clark/Lake,2007-04-04,W,16016
324348,41660,Lake/State,2007-04-04,W,13537
376216,40380,Clark/Lake,2008-04-04,W,18413
376222,40450,95th/Dan Ryan,2008-04-04,W,14427
428082,41450,Chicago/State,2009-04-04,A,11844
428071,41320,Belmont-North Main,2009-04-04,A,10683
479496,40890,O'Hare Airport,2010-04-04,U,7327
479547,41450,Chicago/State,2010-04-04,U,6410
530914,40380,Clark/Lake,2011-04-04,W,18334
531017,41660,Lake/State,2011-04-04,W,17453
583762,40380,Clark/Lake,2012-04-04,W,20303
586852,41660,Lake/State,2012-04-04,W,17922
635927,40380,Clark/Lake,2013-04-04,W,19987
639047,41660,Lake/State,2013-04-04,W,18959
690972,41660,Lake/State,2014-04-04,W,23208
687852,40380,Clark/Lake,2014-04-04,W,18912
743077,41450,Chicago/State,2015-04-04,A,12187
743257,41660,Lake/State,2015-04-04,A,11784
795961,41660,Lake/State,2016-04-04,W,21131
792841,40380,Clark/Lake,2016-04-04,W,20235
13290,40380,Clark/Lake,2001-04-05,W,16409
13296,40450,95th/Dan Ryan,2001-04-05,W,14274
65198,41660,Lake/State,2002-04-05,W,15026
65193,41450,Chicago/State,2002-04-05,W,14892
117023,41450,Chicago/State,2003-04-05,A,10304
117012,41320,Belmont-North Main,2003-04-05,A,7879
168896,40380,Clark/Lake,2004-04-05,W,14387
168902,40450,95th/Dan Ryan,2004-04-05,W,13840
220726,40380,Clark/Lake,2005-04-05,W,15191
220732,40450,95th/Dan Ryan,2005-04-05,W,14592
272556,40380,Clark/Lake,2006-04-05,W,17065
272562,40450,95th/Dan Ryan,2006-04-05,W,14684
324386,40380,Clark/Lake,2007-04-05,W,15970
324490,41660,Lake/State,2007-04-05,W,13600
376454,41420,Addison-North Main,2008-04-05,A,11487
376446,41320,Belmont-North Main,2008-04-05,A,10708
428172,40890,O'Hare Airport,2009-04-05,U,7033
428223,41450,Chicago/State,2009-04-05,U,6763
479590,40380,Clark/Lake,2010-04-05,W,17198
479693,41660,Lake/State,2010-04-05,W,16941
531055,40380,Clark/Lake,2011-04-05,W,18647
531158,41660,Lake/State,2011-04-05,W,18086
586853,41660,Lake/State,2012-04-05,W,20070
583763,40380,Clark/Lake,2012-04-05,W,19548
635928,40380,Clark/Lake,2013-04-05,W,19386
